"departamento","corporacion","circunscripción","partido","candidato","genero","descipcion_movimiento","codigo","region"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","CECILIA ESTELLA MURILLO PALOMEQUE","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","ROGERS NULL ORTIZ BERRIO","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","MARIA LICED MESA MONSALVE","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","GERMAN ANTONIO VARGAS RAMIREZ","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","NATALIA NULL RENDON TRUJILLO","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","WILDER MANUEL PEÑAFIEL ARIAS","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","CANDY MARIA FONSECA FERNANDEZ","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","DANIEL NULL CARVALHO MEJIA","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","MIGUEL FERNANDO GUTIERREZ CEBALLOS","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","JOSE MILAGROS LOPEZ ZAPATA","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","LINA MARIA PALACIO LEMOS","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","HEINY EIDY CUESTA ROMAÑA","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","JUAN DIEGO RIOS ROJAS","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","OSCAR GUILLERMO HOYOS GIRALDO","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","WILINGTON NULL VILLEGAS ALVAREZ","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","CARLOS ANDRES MUÑOZ PACHECO","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","DAVID ALEJANDRO TORO RAMIREZ","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","SUSANA NULL GOMEZ CASTAÑO","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","LUZ MARIA MUNERA MEDINA","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","FERNANDO LEON HENAO ZEA","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","CINDY YULIETH HENAO MANCO","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","MANUEL MARIA GARCIA LOZANO","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","ESNEDA DEL SOCORRO LOPEZ VELEZ","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","ISAAC NULL BUITRAGO QUINTANA","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","YULI ANDREA GIL DURANGO","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","HENRRY ALEXANDER RUA PEREZ","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","LUISA ESTER PALACIOS SANCHEZ","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","ANTONIO JOSE MONTOYA ACEVEDO","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","LIDA EUGENIA MEJIA CIFUENTES","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","YEFERSON ESTIVEN ECHEVERRY GOMEZ","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","JOHNATAN ANDRES PEÑA MEJIA","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","ESTEFANIA NULL SANCHEZ HERNANDEZ","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","JERSON HADER GONZALEZ MARULANDA","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","LUIS REINALDO TEJADA FRANCO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","GONZALO DE JESUS ECHEVERRY LOPEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","RUBEN DARIO RESTREPO AVENDAÑO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","OLGA CAROLINA URIBE BOTERO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","GUSTAVO ANTONIO MURILLO ANGEL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","DIANA MARGARITA VALENCIA MUNERA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","OSCAR DARIO ECHAVARRIA MUÑOZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","GABRIEL ARTURO GOMEZ OCHOA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","GUILLERMO LEON CATAÑO MUÑOZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","YULIANA NULL SOTO JARAMILLO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","VERONICA NULL FERNANDEZ DE LA ROCHE","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","BEATRIZ AMANDA LOMBANA GOMEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","ADOLFO LEON TABARES GUTIERREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","JEZMI LIZETH BARRAZA ARRAUT","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","YASER JULIAN ELJACH ESPINEL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","MANUELA NULL MARTINEZ AGUDELO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","JASIVI DEL CARMEN FERNANDEZ PALIS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","URIEL RAFAEL AVILA BARRIOS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","DOLCEY OSCAR TORRES ROMERO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","JULIO JOSE MEJIA FONTALVO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","ARMANDO ANTONIO ZABARAIN D ARCE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","MAURICIO NULL CASTRO GOMEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","ALEXIS ANTONIO GONZALEZ ORTEGA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","NIDIA SARA DONADO RUEDA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","EDWIN ALBERTO RAMIREZ RAMIREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","EDITH ESTELA GONGORA MEJIA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","ADRIANA DE JESUS BLANCO CEBALLOS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","MODESTO ENRIQUE AGUILERA VIDES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","ROBER ERNESTO SANJUAN PUGLIESSE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","GERSEL LUIS PEREZ ALTAMIRANDA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","LOURDES DE JESUS GONZALEZ ESCORCIA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","BETSY JUDITH PEREZ ARANGO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","JOSE GABRIEL AMAR SEPULVEDA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","LUZ DALY GONZALEZ CRUZADO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","LUIS CARLOS LUQUE NARVAEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","GASTON JAIME TORNE COLPAS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","DIANA PATRICIA MACIAS RESLEN","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","KEYSI JOHANNA HENRRIQUEZ MARTINEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","ASTRID PATRICIA VELASQUES MIRANDA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","OSWALDO RAFAEL SIERRA OCHOA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","CARLOS JULIO DENNIS VEGA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO COMUNES","GERMAN JOSE GOMEZ LOPEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO COMUNES","ONIVIA BEATRIZ ESMERAL SALAZAR","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO COMUNES","RAIMUNDO NULL RAISH MENDOZA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO NUEVO LIBERALISMO","SANDRA NULL LEVENTHAL ROSEMBERG","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO NUEVO LIBERALISMO","EUNICE ISABEL ECHAVARRIA RIVAS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO NUEVO LIBERALISMO","ROSSANA NULL PEZZANO MOLINA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO NUEVO LIBERALISMO","ZORANLLY NULL VALENCIA QUIÑONES","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO NUEVO LIBERALISMO","CAMILO ERNESTO AGUILAR AFANADOR","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO NUEVO LIBERALISMO","SANTANDER AUGUSTO PERTUZ BOLAÑO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","PARTIDO NUEVO LIBERALISMO","OLSON WILFRIDO ORTIZ TOVAR","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA-PARTIDO CENTRO DEMOCRATICO-PARTIDO COLOMBIA JUSTA LIBRES","MARLYS SOFIA MALDONADO DE LA HOZ","F","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA-PARTIDO CENTRO DEMOCRATICO-PARTIDO COLOMBIA JUSTA LIBRES","MELIZA NULL BARRAZA VILLA","F","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA-PARTIDO CENTRO DEMOCRATICO-PARTIDO COLOMBIA JUSTA LIBRES","LEONARDO ENRIQUE FLOREZ OSORIO","M","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA-PARTIDO CENTRO DEMOCRATICO-PARTIDO COLOMBIA JUSTA LIBRES","ELSA MONICA SANDOVAL MOLINA","F","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA-PARTIDO CENTRO DEMOCRATICO-PARTIDO COLOMBIA JUSTA LIBRES","DANIEL NULL PEREZ PIMIENTA","M","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA-PARTIDO CENTRO DEMOCRATICO-PARTIDO COLOMBIA JUSTA LIBRES","MONICA JUDITH UTRIA CARRILLO","F","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA-PARTIDO CENTRO DEMOCRATICO-PARTIDO COLOMBIA JUSTA LIBRES","REYNEL ANTONIO CASTRO DE LA HOZ","M","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA","BEATRIZ EUGENIA VELEZ VENGOECHEA","F","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA","WILLIAM NULL CORREDOR GOMEZ","M","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA","ASTRID EDICTA PERALTA MOLINA","F","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA","HENRY MANUEL GARCIA ACOSTA","M","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA","ETHIEL JUDITH MANJARRES BARRIOS","F","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA","NORMAN JAVIER ALARCON RODAS","M","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA","ARNOLD ERNESTO GOMEZ MENDOZA","M","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","AGMETH JOSE ESCAF TIJERINO","M","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","DREISA MARIA ROSAS GARCIA","F","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","GLADYS DEL CARMEN OLIVEROS JIMENEZ","F","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","EDITH ROSINA CAMERANO FUENTES","F","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","FABIAN DE JESUS MIRANDA RUIZ","M","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","YAZMER BEATRIZ RAMOS GARCIA","F","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","EBER DE JESUS OTERO CASTRO","M","COALICIONES","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","JESUS RAIMUNDO GODOY MARTINEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","EDGAR SANTANDER REDONDO SUAREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"ATLÁNTICO","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","ANGIE MELISSA OROZCO CONTRERAS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","08","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","SILVIO JOSE CARRASQUILLA TORRES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","GUILLERMO MANUEL PEÑA CHAVEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","KAREN PAOLA GRAU BARRERA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","DINNEYS PAOLA RIVERA MARRUGO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","OSCAR JAVIER TORRES YARZAGARAY","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","IGNACIO JAVIER BECERRA BAÑOS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","YAMIL HERNANDO ARANA PADAUI","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","JULIANA NULL ARAY FRANCO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","ANGELA MARIA VERGARA GONZALEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","GISSELLE PAOLA GOMEZ SALGUEDO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","FERNANDO DAVID NIÑO MENDOZA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","ANDRES GUILLERMO MONTES CELEDON","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","KAREN VIOLETTE CURE CORCIONE","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","EDER NULL FLOREZ LOPEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","DAGOBERTO NULL SANTOYA PEÑA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","ELISABETH MARIA VASQUEZ SIERRA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","LUIS CARLOS BUENA VIDAL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","RAYZA ALEJANDRA AHUMADA OCHOA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","JULIET VIVIANA JIMENEZ JARAMILLO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","JAVIER ANTONIO ROYO CURI","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
"BOLÍVAR","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","ADAN DE JESUS TORRES YARZAGARAY","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","13","Caribe"
